,index,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,year_month
456,Xiaobitan,3068.75,2909.0,3016.5,3020.0,3149.25,3199.75,3225.8,202002
457,Xiaobitan,3777.4,3234.6,3315.2,3499.0,3396.0,3970.75,4466.25,202003
458,Xiaobitan,2576.75,2816.25,2781.5,2900.2,2974.8,3113.25,2984.75,202004
459,Xiaobitan,3809.0,3131.5,3186.0,3271.0,3318.75,3773.4,4127.8,202005
460,Xiaobitan,4205.5,3433.4,3502.8,3529.0,3670.0,4085.25,4621.75,202006
461,Xiaobitan,4793.0,3822.75,3957.75,3760.2,3890.4,4227.0,4938.75,202007
462,Xiaobitan,4181.6,3784.0,3915.0,3951.75,4116.75,4048.0,4282.4,202008
463,Xiaobitan,4075.25,3507.75,3525.4,3712.4,3775.5,3870.0,4219.75,202009
464,Xiaobitan,4048.25,3444.75,3473.0,3478.75,3843.6,4186.6,4338.8,202010
465,Xiaobitan,3850.6,3324.8,3250.25,3450.5,3586.25,3715.0,4204.5,202011
466,Xiaobitan,4054.25,3502.0,3551.2,3617.4,3861.8,3990.5,4479.0,202012
467,Xiaobitan,3353.4,3302.0,3426.0,3471.25,3589.0,3759.6,3694.0,202101
468,Xiaobitan,3951.5,3701.0,3528.5,3251.5,3138.5,3647.0,3639.25,202102
469,Xiaobitan,3488.75,3341.2,3333.8,3349.4,3452.75,3601.75,3821.0,202103
470,Xiaobitan,3677.25,3335.5,3324.0,3329.0,3519.0,3786.2,4264.25,202104
471,Xiaobitan,1593.6,1782.4,1930.75,1893.0,1795.5,1813.75,1747.4,202105
472,Xiaobitan,388.0,654.25,762.2,774.4,722.0,749.0,482.75,202106
473,Xiaobitan,690.75,1103.25,1134.5,1179.75,1125.0,1136.0,830.4,202107
474,Xiaobitan,1641.4,2035.0,2149.2,2072.75,2056.5,2176.25,1954.0,202108
475,Xiaobitan,1917.75,2502.75,2370.0,2509.6,2561.4,2631.25,2267.25,202109
476,Xiaobitan,3086.8,2833.75,2863.75,2935.75,3003.0,3193.4,3360.2,202110
477,Xiaobitan,3099.5,3037.0,3025.4,2986.0,3127.5,3377.5,3574.25,202111
478,Xiaobitan,3429.0,3070.0,3106.5,3121.0,3204.4,3570.6,3755.5,202112
479,Xiaobitan,2624.0,2512.2,2916.75,2849.25,2947.5,2992.75,3046.6,202201
480,Xiaobitan,3067.75,3059.0,2663.5,2721.75,2823.25,3097.5,3145.5,202202
481,Xiaobitan,3343.0,3164.5,3032.8,3119.0,3193.2,3359.0,3689.5,202203
482,Xiaobitan,2267.5,2535.25,2440.5,2474.25,2538.75,2691.6,2402.0,202204
483,Xiaobitan,1681.0,1933.8,2019.2,1974.5,1978.25,2003.5,1833.5,202205
484,Xiaobitan,2306.5,2471.5,2519.75,2480.2,2529.0,2454.5,2418.75,202206
485,Xiaobitan,2953.4,2871.25,2797.75,2933.25,3055.25,3045.4,3126.4,202207
486,Xiaobitan,3509.75,3021.4,3040.0,3139.8,3161.25,3167.0,3519.75,202208
487,Xiaobitan,2701.25,2937.5,2944.0,2981.5,3104.6,3099.4,2931.0,202209
488,Xiaobitan,3101.4,2955.0,3004.75,3105.25,3128.0,3417.25,3278.8,202210
489,Xiaobitan,3214.25,2974.0,3110.8,3200.4,3356.5,3528.5,3472.75,202211
490,Ximen ,72110.25,75381.5,73597.75,76317.0,74876.4,74001.4,81795.75,202001
491,Ximen ,55198.25,58100.0,57435.5,58661.25,60109.75,63775.75,64264.4,202002
492,Ximen ,39965.8,43534.6,44701.6,46568.25,45478.25,52732.0,49283.5,202003
493,Ximen ,30905.25,38624.5,39506.0,41517.2,39436.2,42745.75,37648.0,202004
494,Ximen ,42046.0,42872.75,44335.5,46498.0,45444.0,52321.6,51365.6,202005
495,Ximen ,47110.5,48704.2,50152.0,52204.0,49708.0,58760.0,63611.25,202006
496,Ximen ,52868.5,54472.25,58032.25,57216.4,57151.8,67072.0,67463.25,202007
497,Ximen ,56253.8,53647.6,57085.0,59424.25,58450.5,67805.25,69073.0,202008
498,Ximen ,55038.25,52174.75,52739.6,54885.6,54154.25,63511.0,69222.25,202009
499,Ximen ,54264.25,50614.75,52992.75,54725.5,55315.8,66090.6,74107.2,202010
500,Ximen ,58901.0,51964.6,52668.25,54656.75,55133.25,67010.75,75201.75,202011
501,Ximen ,68483.75,55489.0,55689.4,58414.6,64728.2,74101.75,91507.25,202012
502,Ximen ,51998.6,53358.5,57394.25,60902.25,57528.75,65198.0,65012.6,202101
503,Ximen ,66032.25,61418.75,60504.75,58198.75,53391.5,66110.25,68823.25,202102
504,Ximen ,60022.25,54870.4,55421.8,57072.6,57568.0,69702.25,74409.0,202103
505,Ximen ,59831.0,53749.75,54068.75,56057.25,58639.6,69218.8,74238.75,202104
506,Ximen ,22061.2,26682.0,30117.0,29248.5,27798.75,30035.0,29753.0,202105
507,Ximen ,4511.5,9571.0,10948.6,11085.2,10624.75,11045.5,5682.75,202106
508,Ximen ,7499.5,15575.25,16389.0,16486.0,15717.4,16375.0,9479.8,202107
509,Ximen ,19054.2,27932.0,28661.8,28424.75,28353.75,30652.0,23623.5,202108
510,Ximen ,22732.5,31954.75,31282.75,33418.2,33214.0,36445.0,31358.25,202109
511,Ximen ,43387.0,36872.5,40199.75,42033.75,42594.75,48856.6,52373.0,202110
512,Ximen ,50751.0,44450.2,45230.2,46775.5,47701.0,58739.75,63087.0,202111
513,Ximen ,60388.25,48795.25,49309.0,51877.2,53664.2,70767.2,81967.25,202112
514,Ximen ,39583.6,39001.4,45802.0,47428.75,48705.5,53288.5,51859.0,202201
515,Ximen ,45329.75,46217.75,40021.5,42000.5,42362.75,49937.25,52484.5,202202
516,Ximen ,47877.0,45068.25,46421.8,48486.0,47762.8,59421.25,62897.25,202203
517,Ximen ,35260.5,37712.25,36609.5,39045.5,37522.5,45698.4,40460.6,202204
518,Ximen ,23747.2,27530.4,29163.2,29556.25,28887.25,33452.0,29120.5,202205
519,Ximen ,33156.75,36153.25,37554.75,37760.0,39534.6,39965.75,40994.5,202206
520,Ximen ,42767.2,42716.5,44206.5,45973.75,46096.0,52682.4,52957.4,202207
521,Ximen ,46922.0,45305.2,45797.0,47676.6,47811.5,55096.5,57364.75,202208
522,Ximen ,41396.25,43250.0,44805.75,46520.75,46549.8,52108.0,52283.25,202209
523,Ximen ,47232.0,44974.8,45383.0,47495.25,47797.5,59054.25,62581.4,202210
524,Ximen ,54298.75,48507.5,48667.4,50794.6,50812.25,62015.5,68169.75,202211
525,Xinbeitou,7108.75,6539.5,7390.0,6947.4,6544.6,6439.4,7811.25,202001
526,Xinbeitou,5769.0,4543.25,4770.5,4735.0,4860.5,5382.5,6051.2,202002
527,Xinbeitou,3841.0,3723.4,3741.0,3987.5,3848.0,4179.5,4083.25,202003
528,Xinbeitou,2719.0,3258.25,3334.75,3427.0,3417.8,3556.5,3190.5,202004
529,Xinbeitou,3289.6,3488.0,3576.25,3804.0,3792.0,4120.8,3865.6,202005
530,Xinbeitou,3584.75,3684.4,3892.2,3914.5,3731.75,4406.5,4615.5,202006
531,Xinbeitou,3768.5,3699.0,3884.5,3888.0,4155.6,4375.6,4665.25,202007
532,Xinbeitou,4239.2,3895.2,4266.25,4231.25,4209.5,4666.5,4830.4,202008
533,Xinbeitou,4589.75,4182.25,4285.4,4327.0,4394.75,4784.5,5775.75,202009
534,Xinbeitou,5722.5,4729.0,4910.25,4998.0,5200.4,6425.4,7343.4,202010
535,Xinbeitou,5855.2,4932.6,5111.75,5243.75,5187.25,5856.75,6820.0,202011
536,Xinbeitou,6572.5,5251.5,5448.2,5472.4,5847.4,6552.0,7664.5,202012
537,Xinbeitou,5866.6,4912.5,5209.75,5116.5,5277.0,6359.0,6875.2,202101
538,Xinbeitou,7329.5,5588.25,5223.75,4709.0,4608.0,5438.0,6018.5,202102
539,Xinbeitou,5261.75,4923.0,4849.8,4981.2,5081.75,5578.0,6105.75,202103
540,Xinbeitou,5150.75,4575.75,4680.25,4832.25,4792.6,5727.2,6227.0,202104
541,Xinbeitou,1983.8,2234.4,2462.0,2452.25,2306.75,2454.75,2516.8,202105
542,Xinbeitou,417.0,788.0,900.8,910.6,872.5,905.75,525.75,202106
543,Xinbeitou,639.5,1161.25,1194.0,1257.25,1185.0,1204.4,808.2,202107
544,Xinbeitou,1430.6,1864.6,1926.4,1935.0,1875.5,2046.0,1805.0,202108
545,Xinbeitou,1885.0,2670.5,2705.75,2917.8,2912.8,2929.25,2536.0,202109
546,Xinbeitou,3619.8,3155.25,3524.0,3687.5,3712.0,4099.4,4448.4,202110
547,Xinbeitou,5828.0,4266.6,4592.4,4604.75,4872.0,5325.75,5900.0,202111
548,Xinbeitou,5713.5,4720.5,4886.5,4951.6,5191.2,5960.8,6388.25,202112
549,Xinbeitou,3938.8,3439.8,4007.75,4044.5,4114.75,4175.5,4731.6,202201
550,Xinbeitou,4735.5,4307.0,3577.5,3933.75,3905.25,4493.25,5082.25,202202
551,Xinbeitou,4353.5,4049.75,4206.2,4222.4,4363.6,4784.0,5331.25,202203
552,Xinbeitou,3171.25,3302.75,3211.75,3296.0,3328.5,3694.4,3458.8,202204
553,Xinbeitou,2013.2,2277.4,2361.6,2325.75,2365.75,2463.25,2291.5,202205
554,Xinbeitou,2425.75,2714.75,2945.5,2880.4,2952.6,2799.5,2875.25,202206
555,Xinbeitou,3089.4,2884.75,3212.75,3305.75,3393.0,3454.6,3525.0,202207
556,Xinbeitou,3801.25,3280.6,3605.4,3710.6,3698.25,3744.5,4362.0,202208
557,Xinbeitou,3183.0,3471.75,3698.25,3804.75,3829.4,4046.4,3883.25,202209
558,Xinbeitou,4270.8,3895.2,4069.5,4248.25,4492.0,4930.5,5034.0,202210
559,Xinbeitou,5372.0,4304.0,4538.0,4693.4,4740.25,5357.0,5859.5,202211
560,Xindian ,10051.75,11149.75,11354.25,10690.0,11092.8,10652.0,11748.5,202001
561,Xindian ,9893.25,10112.25,10413.0,10745.75,10812.25,11646.25,11820.2,202002
562,Xindian ,9464.6,9827.8,9873.2,10159.5,9930.25,10386.75,9190.75,202003
563,Xindian ,6823.75,9201.75,9327.5,9534.0,9014.8,9158.25,7747.5,202004
564,Xindian ,9105.6,9790.5,9913.5,10189.25,10011.5,10436.4,9325.8,202005
565,Xindian ,9511.0,10170.6,10479.6,10749.25,10158.5,10785.5,10901.25,202006
566,Xindian ,10145.75,10352.5,10841.0,10714.4,10765.6,11151.4,10691.0,202007
567,Xindian ,10133.8,10105.8,10572.5,10832.75,10741.25,11141.0,10666.4,202008
568,Xindian ,9584.75,10870.75,11126.6,11389.0,11025.25,11490.75,11269.0,202009
569,Xindian ,11604.75,11122.0,11509.75,11674.75,12230.8,12808.2,13285.8,202010
570,Xindian ,11334.4,11106.0,11405.5,11635.5,11651.25,12023.75,12351.75,202011
571,Xindian ,10684.25,11285.25,11438.4,11359.2,11726.2,12092.5,11909.25,202012
572,Xindian ,9976.6,10972.0,11405.5,11747.75,11301.75,11312.4,10595.8,202101
573,Xindian ,12300.0,11942.75,11008.75,10148.0,9965.25,11077.25,10470.25,202102
574,Xindian ,11309.75,11747.0,11768.2,11798.8,11935.75,12319.75,12320.0,202103
575,Xindian ,14066.75,12237.25,12147.5,12144.5,12173.4,13929.0,16373.75,202104
576,Xindian ,5549.6,6543.0,7299.5,6953.25,6787.25,6859.25,6661.4,202105
577,Xindian ,1358.0,2687.75,3036.0,3027.0,2898.25,2956.0,1628.0,202106
578,Xindian ,2241.25,4077.5,4261.0,4283.5,4041.0,4066.6,2537.0,202107
579,Xindian ,4623.4,6488.8,6676.8,6571.5,6646.0,6660.5,5117.5,202108
580,Xindian ,5623.5,8098.75,7994.25,8551.0,8495.4,8374.75,6719.25,202109
581,Xindian ,7973.0,8308.5,9420.0,9754.0,9718.5,10044.4,8730.8,202110
582,Xindian ,9846.5,10007.2,10106.6,10459.25,10408.5,10828.5,9489.0,202111
583,Xindian ,9755.0,10283.5,10565.0,10899.4,11121.0,12243.0,11650.0,202112
584,Xindian ,8939.0,8822.6,10010.75,10183.75,10011.0,10012.25,10929.6,202201
585,Xindian ,9892.75,10643.0,8722.75,9272.0,8846.0,9900.5,9805.5,202202
586,Xindian ,11054.0,10384.0,10961.4,10925.4,10984.4,11635.25,12297.0,202203
587,Xindian ,8216.75,9230.75,8947.75,9303.0,9165.0,9678.6,8692.6,202204
588,Xindian ,5291.8,6249.4,6753.6,6875.75,6669.0,6991.25,5532.75,202205
589,Xindian ,6947.25,7969.25,8202.75,8087.8,8153.4,7750.5,7315.75,202206
590,Xindian ,8219.2,8869.5,8833.75,9154.0,9183.0,9335.4,8585.8,202207
591,Xindian ,8583.0,9042.6,9377.6,9464.2,9243.5,9415.25,9202.25,202208
592,Xindian ,7177.5,9450.0,9732.25,10094.0,9961.0,9996.6,8525.25,202209
593,Xindian ,7772.6,9168.2,9946.75,10234.0,10219.75,10646.0,9494.4,202210
594,Xindian ,10000.5,10403.25,10400.0,10593.6,10706.25,11210.0,10866.75,202211
595,Yuanshan,21927.25,24547.25,26340.0,25801.8,25948.0,25527.2,26029.25,202001
596,Yuanshan,20249.0,22515.25,23619.25,24000.5,24417.75,23278.25,23592.8,202002
597,Yuanshan,17229.8,22673.0,23226.4,23640.25,23312.75,25046.25,18517.75,202003
598,Yuanshan,13913.75,21469.5,22252.0,22550.8,20837.6,21258.75,16146.25,202004
599,Yuanshan,18279.6,22994.0,23569.75,24298.5,24219.5,25279.6,20303.4,202005
600,Yuanshan,19881.5,24240.2,25640.0,26153.25,23476.25,25422.0,24942.0,202006
601,Yuanshan,21805.5,23838.0,25458.25,25199.6,25255.0,26546.4,25995.0,202007
602,Yuanshan,23957.0,23349.0,25970.5,25955.75,25789.75,26794.75,28131.0,202008
603,Yuanshan,22337.5,25200.75,26734.2,26575.8,26554.5,28283.5,27444.0,202009
604,Yuanshan,27991.0,26310.5,27178.0,27096.5,25853.2,26509.0,32197.4,202010
605,Yuanshan,26299.0,25914.8,27412.0,28170.75,28333.5,29723.25,31495.25,202011
606,Yuanshan,29140.0,26090.25,27475.4,26724.4,28334.8,31558.75,34214.75,202012
607,Yuanshan,21198.6,24426.25,26190.25,26445.5,25589.5,26009.2,23613.4,202101
608,Yuanshan,26571.25,23683.0,23561.0,21822.0,21607.25,24642.0,25006.75,202102
609,Yuanshan,27577.0,25715.4,28297.6,28236.4,28907.25,31449.25,31830.75,202103
610,Yuanshan,29061.5,25223.0,27631.0,27565.5,29134.0,30396.8,33583.75,202104
611,Yuanshan,11471.8,14460.6,16753.75,16023.75,15552.0,16164.75,14118.8,202105
612,Yuanshan,2215.0,5414.25,6353.2,6370.6,6172.5,6220.75,2821.0,202106
613,Yuanshan,3567.75,8950.75,9845.75,10927.75,9633.0,8672.8,4430.0,202107
614,Yuanshan,8059.4,14082.0,15066.8,14542.0,14575.25,14799.75,9542.25,202108
615,Yuanshan,9800.25,16373.75,16943.5,19284.2,19224.8,19522.0,13999.25,202109
616,Yuanshan,17579.6,21260.25,24964.25,26826.25,26390.0,27737.2,21433.6,202110
617,Yuanshan,20585.75,24421.4,25461.4,25238.75,25567.5,28518.5,23262.25,202111
618,Yuanshan,21047.0,23013.25,24767.5,25084.0,25535.2,26646.8,25897.75,202112
619,Yuanshan,15921.0,18414.8,22288.0,22285.0,22462.0,22500.5,19959.8,202201
620,Yuanshan,20649.0,20887.75,18348.5,19141.75,18635.5,21547.75,23517.5,202202
621,Yuanshan,24618.75,23863.75,26028.0,25846.4,25882.6,28838.0,30571.0,202203
622,Yuanshan,16749.25,19417.0,19327.75,20973.75,21284.75,23341.8,18499.6,202204
623,Yuanshan,10593.2,13423.4,14620.6,14628.75,14669.0,15672.75,13705.5,202205
624,Yuanshan,14062.25,17027.75,17959.0,17457.8,17973.6,17163.5,15870.75,202206
625,Yuanshan,21726.6,18524.25,19537.75,19987.25,20094.25,20986.0,24808.2,202207
626,Yuanshan,17546.0,19449.0,21027.4,21243.0,20911.75,21928.75,20315.5,202208
627,Yuanshan,16189.25,21818.0,23099.5,23132.75,23348.8,23466.6,19855.75,202209
628,Yuanshan,19353.6,21315.8,23419.5,23386.5,24113.0,26716.5,26546.8,202210
629,Yuanshan,25071.75,23693.75,24460.2,24692.8,25648.5,28441.75,27771.75,202211
630,Zhongshan ,40167.0,42083.0,43055.25,43966.4,43437.2,43647.4,44762.0,202001
631,Zhongshan ,32839.25,36729.0,37645.25,38670.0,40105.5,41936.25,39073.6,202002
632,Zhongshan ,27295.8,30962.8,32293.2,33435.0,34510.25,39406.75,34997.25,202003
633,Zhongshan ,22835.25,27912.75,29405.75,31338.4,30956.6,33209.25,28441.0,202004
634,Zhongshan ,29541.2,31082.25,32981.25,34785.75,34916.5,39897.2,37521.6,202005
635,Zhongshan ,31792.75,34007.2,36136.0,37939.25,35356.5,41355.0,41997.25,202006
636,Zhongshan ,34762.0,36737.25,38865.0,40053.4,40143.4,46567.2,43903.5,202007
637,Zhongshan ,35786.4,36369.8,39835.0,40963.0,41148.75,47326.5,44796.2,202008
638,Zhongshan ,36939.25,37005.75,38502.0,39727.4,40098.25,46115.25,47686.0,202009
639,Zhongshan ,38724.0,36931.0,38970.75,40356.75,41369.0,47260.6,48097.8,202010
640,Zhongshan ,38326.4,36455.0,37205.25,39059.75,39360.5,46781.75,48879.75,202011
641,Zhongshan ,44780.25,39442.5,41290.0,43397.4,46074.8,53295.5,56869.25,202012
642,Zhongshan ,36234.6,37499.25,39876.75,42880.25,41723.5,45912.4,45422.6,202101
643,Zhongshan ,38042.25,39231.0,40726.25,38993.5,35144.5,41947.0,41853.5,202102
644,Zhongshan ,38027.5,37287.4,38968.0,40609.8,40799.25,48330.5,48180.75,202103
645,Zhongshan ,37341.25,36345.75,38589.5,40490.0,42408.2,47633.6,47118.75,202104
646,Zhongshan ,16411.4,19920.8,23040.5,22541.25,21974.75,24540.5,21930.4,202105
647,Zhongshan ,4241.75,7783.75,9011.6,9161.2,8775.5,9298.0,5397.0,202106
648,Zhongshan ,6782.75,12382.0,13186.5,13353.75,12863.8,13732.2,8775.0,202107
649,Zhongshan ,15670.6,21347.0,23062.0,23019.75,23276.75,26148.5,20822.75,202108
650,Zhongshan ,17643.25,24933.75,25334.75,27344.2,27967.2,31034.75,26317.5,202109
651,Zhongshan ,32436.6,29304.5,31720.5,33318.5,34781.5,40259.2,40070.4,202110
652,Zhongshan ,34108.75,32519.2,33770.8,35129.75,35835.5,43660.5,43501.0,202111
653,Zhongshan ,41029.5,36321.5,37851.25,39397.0,41330.8,49618.4,52431.75,202112
654,Zhongshan ,30028.8,28995.8,35506.75,37226.5,38003.25,42273.25,38258.4,202201
655,Zhongshan ,32860.5,34786.5,30312.25,31538.5,32585.0,38640.0,38783.5,202202
656,Zhongshan ,35315.5,34717.5,35840.6,37558.2,38058.4,45467.25,45827.75,202203
657,Zhongshan ,27128.0,28375.25,28657.5,31082.5,30823.0,37175.4,32315.8,202204
658,Zhongshan ,19697.6,21600.2,23161.4,23538.75,23403.5,27592.75,24386.5,202205
659,Zhongshan ,25722.0,27914.75,29154.0,29912.0,31101.2,32200.25,31902.0,202206
660,Zhongshan ,31496.4,32229.75,33983.0,35687.25,36272.5,41204.2,39529.6,202207
661,Zhongshan ,34684.5,34583.4,36029.8,37889.0,38227.5,43698.75,42663.75,202208
662,Zhongshan ,32023.75,33199.75,35109.5,36967.0,37556.2,41515.2,39054.75,202209
663,Zhongshan ,36797.4,34379.0,35588.5,37760.5,39322.25,47250.75,48502.0,202210
664,Zhongshan ,39708.5,36114.25,37128.2,39382.0,39744.75,48189.25,49929.25,202211
665,Zhongxiao Fuxing,39714.75,44522.75,46459.75,45990.6,46251.6,46541.4,46030.5,202001
666,Zhongxiao Fuxing,30685.0,38357.0,39624.0,40980.25,41942.5,43009.25,38989.4,202002
667,Zhongxiao Fuxing,26151.2,32917.8,34621.0,35774.25,36025.0,40826.25,34947.25,202003
668,Zhongxiao Fuxing,22215.0,30268.5,32393.25,33789.2,32641.6,34138.0,28719.25,202004
669,Zhongxiao Fuxing,29568.0,33826.25,35584.0,37187.0,37135.5,41755.4,37906.4,202005
670,Zhongxiao Fuxing,30896.25,36670.6,39034.2,40490.0,37852.25,43377.0,42036.5,202006
671,Zhongxiao Fuxing,33934.0,39035.0,41604.0,42854.6,42878.4,48970.4,44129.75,202007
672,Zhongxiao Fuxing,34407.2,39037.6,42136.5,43250.25,43889.25,49185.75,44701.0,202008
673,Zhongxiao Fuxing,34200.75,38822.75,40769.2,41915.6,42051.25,47763.0,45976.5,202009
674,Zhongxiao Fuxing,33666.0,38297.5,40670.75,41896.75,41152.8,45471.4,44703.6,202010
675,Zhongxiao Fuxing,41168.6,45853.8,43188.0,45861.25,50961.5,56200.0,55064.75,202011
676,Zhongxiao Fuxing,38326.75,40829.25,42698.0,44644.6,47003.6,52473.5,50821.5,202012
677,Zhongxiao Fuxing,32817.4,38761.25,41104.5,42705.25,42678.0,45734.8,42827.0,202101
678,Zhongxiao Fuxing,35822.75,40463.0,41917.5,40427.5,37280.75,42977.5,41789.0,202102
679,Zhongxiao Fuxing,34095.0,37729.4,40174.2,41783.0,42048.25,48669.5,45731.75,202103
680,Zhongxiao Fuxing,35394.5,36849.75,40809.75,41906.0,43690.8,46686.0,46813.75,202104
681,Zhongxiao Fuxing,16703.4,21156.4,23964.25,23041.25,22146.5,24552.5,22106.8,202105
682,Zhongxiao Fuxing,5379.25,9044.25,10204.6,10378.4,9921.25,10551.5,7080.5,202106
683,Zhongxiao Fuxing,7580.5,13614.25,14533.5,14878.5,14188.4,14988.8,10428.2,202107
684,Zhongxiao Fuxing,14669.6,22233.6,23634.2,23505.0,23639.0,26134.25,20503.25,202108
685,Zhongxiao Fuxing,15538.0,24831.25,25169.75,27318.8,27610.4,30423.25,24729.75,202109
686,Zhongxiao Fuxing,26017.0,27577.75,30559.25,31866.5,32280.5,36906.8,33967.0,202110
687,Zhongxiao Fuxing,35052.0,37418.6,35780.0,37286.0,42786.75,48154.0,46888.5,202111
688,Zhongxiao Fuxing,31570.75,34470.0,36238.5,37422.0,39136.2,45266.4,42749.5,202112
689,Zhongxiao Fuxing,25968.0,28510.2,34623.25,35799.0,36374.75,40432.25,34601.2,202201
690,Zhongxiao Fuxing,27218.5,31960.5,29339.25,30283.75,30866.25,35332.25,33711.0,202202
691,Zhongxiao Fuxing,28317.0,33198.75,34708.0,35198.6,35970.0,42226.5,38654.5,202203
692,Zhongxiao Fuxing,20327.75,25773.75,26672.0,28869.5,28732.75,33876.4,27785.2,202204
693,Zhongxiao Fuxing,16326.8,21105.8,22132.2,22969.25,22596.75,25824.25,21177.5,202205
694,Zhongxiao Fuxing,20314.75,26038.0,28073.0,27885.2,28782.4,28782.75,26605.5,202206
695,Zhongxiao Fuxing,25108.4,30021.5,31626.0,32520.0,32924.5,37155.2,33250.2,202207
696,Zhongxiao Fuxing,27802.5,32077.6,33491.8,34884.0,35446.75,39567.25,36095.75,202208
697,Zhongxiao Fuxing,25018.5,31560.0,33744.0,34361.75,35170.8,38193.6,32570.5,202209
698,Zhongxiao Fuxing,27510.6,31240.8,33666.5,35043.5,35335.75,41498.5,38579.2,202210
699,Zhongxiao Fuxing,37708.0,41363.5,37895.4,39883.0,44982.75,51496.0,47578.25,202211
